"url","Thumbnail image","Thumbnail image_alt","Thumbnail image_link","Title value","Title value_link","Title image","Title image_alt","Title image_link","Textsuccess value","Textsuccess value_link","Textinfo description","Textinfo description_link","Textwarning value","Textwarning value_link","Texterror value","Texterror value_link"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Innovations_HJP_Dec_29_2015-Logo.gif","","http://www.merojob.com/nepaljob/draftperson_40278.html","Draftperson","http://www.merojob.com/nepaljob/draftperson_40278.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/draftperson_40278.html","Innovations","http://www.merojob.com/nepaljob/draftperson_40278.html","Should be proficient in AUTOCAD Prior work experience is preferable Should possess good layout and Autocad skills Should possess good communi...","http://www.merojob.com/nepaljob/draftperson_40278.html","Education: 0 | Views: 331 |","http://www.merojob.com/nepaljob/draftperson_40278.html","Deadline: 12 days left","http://www.merojob.com/nepaljob/draftperson_40278.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Emultitech_Solution_HJP_Oct_12_20141_-Logo.gif","","http://www.merojob.com/nepaljob/senior-php-programmer_40259.html","Senior PHP Programmer","http://www.merojob.com/nepaljob/senior-php-programmer_40259.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/senior-php-programmer_40259.html","E-Multitech Solution","http://www.merojob.com/nepaljob/senior-php-programmer_40259.html","2+ years of PHP Oriented experience, Good and friendly working environment International working experience and job experiences Good Knowledg...","http://www.merojob.com/nepaljob/senior-php-programmer_40259.html","Education: Bachelor | Views: 348 |","http://www.merojob.com/nepaljob/senior-php-programmer_40259.html","Deadline: 3 days left","http://www.merojob.com/nepaljob/senior-php-programmer_40259.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/ICAN_HJP_Vacancy_2016_Jun_27-Logo.gif","","http://www.merojob.com/nepaljob/_40268.html","सहायक","http://www.merojob.com/nepaljob/_40268.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/_40268.html","The Institute of Chartered Accountants of Nepal","http://www.merojob.com/nepaljob/_40268.html","-","http://www.merojob.com/nepaljob/_40268.html","Education: 0 | Views: 1141 |","http://www.merojob.com/nepaljob/_40268.html","Deadline: 3 days left","http://www.merojob.com/nepaljob/_40268.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/ICAN_HJP_Vacancy_2016_Jun_27-Logo.gif","","http://www.merojob.com/nepaljob/_40267.html","बरिष्ठ सहायक","http://www.merojob.com/nepaljob/_40267.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/_40267.html","The Institute of Chartered Accountants of Nepal","http://www.merojob.com/nepaljob/_40267.html","-","http://www.merojob.com/nepaljob/_40267.html","Education: 0 | Views: 1084 |","http://www.merojob.com/nepaljob/_40267.html","Deadline: 3 days left","http://www.merojob.com/nepaljob/_40267.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/hotjobs/logo.gif","","http://www.merojob.com/nepaljob/web-developer_40185.html","Web Developer","http://www.merojob.com/nepaljob/web-developer_40185.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/web-developer_40185.html","Aaisha Tech","http://www.merojob.com/nepaljob/web-developer_40185.html","Should have knowledge and skills of PHP, MVC, Java, Java script, jQuery, HTML5, Word press Should have excellent knowledge in coding Should have log...","http://www.merojob.com/nepaljob/web-developer_40185.html","Education: Bachelor | Views: 1187 |","http://www.merojob.com/nepaljob/web-developer_40185.html","Deadline: 8 days left","http://www.merojob.com/nepaljob/web-developer_40185.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/hotjobs/logo.gif","","http://www.merojob.com/nepaljob/web-designer_40186.html","Web Designer","http://www.merojob.com/nepaljob/web-designer_40186.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/web-designer_40186.html","Aaisha Tech","http://www.merojob.com/nepaljob/web-designer_40186.html","Minimum 1 year of experience in related field. Should have knowledge and skills of Adobe Photoshop, Illustrator, Dreamweaver, HTML/HTML5/XHTML5, Jav...","http://www.merojob.com/nepaljob/web-designer_40186.html","Education: Bachelor | Views: 1058 |","http://www.merojob.com/nepaljob/web-designer_40186.html","Deadline: 8 days left","http://www.merojob.com/nepaljob/web-designer_40186.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/A_Leaading_Restaurant_HJP_Vacancy_May_17_2016-logo.gif","","http://www.merojob.com/nepaljob/accountant_39155.html","Accountant","http://www.merojob.com/nepaljob/accountant_39155.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/accountant_39155.html","A Leading Restaurant","http://www.merojob.com/nepaljob/accountant_39155.html","Experience in Tally will be preferred. Self motivated and ablity to work under pressure. Should have knowledge of MS office package and account...","http://www.merojob.com/nepaljob/accountant_39155.html","Education: Bachelor | Views: 1123 |","http://www.merojob.com/nepaljob/accountant_39155.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/accountant_39155.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Midas_Vacancy_HJP_Feb_20_2015-logo.jpeg.jpg","","http://www.merojob.com/nepaljob/tele-marketing-call-representatives-female-only_40256.html","Tele-Marketing / Call Representatives (Female Only)","http://www.merojob.com/nepaljob/tele-marketing-call-representatives-female-only_40256.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/tele-marketing-call-representatives-female-only_40256.html","MiDas Technologies","http://www.merojob.com/nepaljob/tele-marketing-call-representatives-female-only_40256.html","Good command over Nepali language Team player and ability to work in an Odd- hours Should be able to work under pressure ...","http://www.merojob.com/nepaljob/tele-marketing-call-representatives-female-only_40256.html","Education: | Views: 641 |","http://www.merojob.com/nepaljob/tele-marketing-call-representatives-female-only_40256.html","Deadline: 2 days left","http://www.merojob.com/nepaljob/tele-marketing-call-representatives-female-only_40256.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Agile_Solutions_Vacancy-logo.gif","","http://www.merojob.com/nepaljob/finance-and-administration-officer_40221.html","Finance and Administration Officer","http://www.merojob.com/nepaljob/finance-and-administration-officer_40221.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/finance-and-administration-officer_40221.html","Agile Solutions","http://www.merojob.com/nepaljob/finance-and-administration-officer_40221.html","Hard Skills Should have sound knowledge and skill on accounting, VAT and income tax. Should be familiar with the generally accepted accounting...","http://www.merojob.com/nepaljob/finance-and-administration-officer_40221.html","Education: Bachelor | Views: 1545 |","http://www.merojob.com/nepaljob/finance-and-administration-officer_40221.html","Deadline: 2 days left","http://www.merojob.com/nepaljob/finance-and-administration-officer_40221.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Mero_Agro_Vacancy_I-logo-fonPay.gif","","http://www.merojob.com/nepaljob/general-manager_40227.html","General manager","http://www.merojob.com/nepaljob/general-manager_40227.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/general-manager_40227.html","Mero Agro Pvt. Ltd.","http://www.merojob.com/nepaljob/general-manager_40227.html","Should have minimum 5 years work experience in Agro related activities Should have strong relation with agro department of government Should ha...","http://www.merojob.com/nepaljob/general-manager_40227.html","Education: Bachelor | Views: 947 |","http://www.merojob.com/nepaljob/general-manager_40227.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/general-manager_40227.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Mero_Agro_Vacancy_I-logo-fonPay.gif","","http://www.merojob.com/nepaljob/agro-tech-executive_40229.html","Agro-Tech Executive","http://www.merojob.com/nepaljob/agro-tech-executive_40229.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/agro-tech-executive_40229.html","Mero Agro Pvt. Ltd.","http://www.merojob.com/nepaljob/agro-tech-executive_40229.html","Should have practical experience with agro-products Should possess good communication and interpersonal skill","http://www.merojob.com/nepaljob/agro-tech-executive_40229.html","Education: | Views: 873 |","http://www.merojob.com/nepaljob/agro-tech-executive_40229.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/agro-tech-executive_40229.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Mero_Agro_Vacancy_I-logo-fonPay.gif","","http://www.merojob.com/nepaljob/sales-marketing-executive_40228.html","Sales & Marketing Executive","http://www.merojob.com/nepaljob/sales-marketing-executive_40228.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/sales-marketing-executive_40228.html","Mero Agro Pvt. Ltd.","http://www.merojob.com/nepaljob/sales-marketing-executive_40228.html","Should have prior sales and/marketing experience in agricultural and related products Should be able to excel in result oriented independent work...","http://www.merojob.com/nepaljob/sales-marketing-executive_40228.html","Education: | Views: 974 |","http://www.merojob.com/nepaljob/sales-marketing-executive_40228.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/sales-marketing-executive_40228.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/LRI_HJP_April_1_2015-Logo.gif","","http://www.merojob.com/nepaljob/lower-secondary-level-english-social-teachers_40203.html","Lower Secondary Level English & Social Teachers","http://www.merojob.com/nepaljob/lower-secondary-level-english-social-teachers_40203.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/lower-secondary-level-english-social-teachers_40203.html","LRI School","http://www.merojob.com/nepaljob/lower-secondary-level-english-social-teachers_40203.html","-","http://www.merojob.com/nepaljob/lower-secondary-level-english-social-teachers_40203.html","Education: Bachelor | Views: 657 |","http://www.merojob.com/nepaljob/lower-secondary-level-english-social-teachers_40203.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/lower-secondary-level-english-social-teachers_40203.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/A_Reputed_Insurance_Company_2016_Jun_20-logo.gif","","http://www.merojob.com/nepaljob/marketing-officer_40077.html","Marketing Officer","http://www.merojob.com/nepaljob/marketing-officer_40077.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/marketing-officer_40077.html","A Reputed Insurance Company","http://www.merojob.com/nepaljob/marketing-officer_40077.html","Communication and interpersonal skills The ability to use initiative The capacity to work under pressure Influencing and negotiation skills ...","http://www.merojob.com/nepaljob/marketing-officer_40077.html","Education: Bachelor | Views: 893 |","http://www.merojob.com/nepaljob/marketing-officer_40077.html","Deadline: 2 days left","http://www.merojob.com/nepaljob/marketing-officer_40077.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/ByProxy_Nepal-logo.gif","","http://www.merojob.com/nepaljob/photo-editors_40165.html","Photo editors","http://www.merojob.com/nepaljob/photo-editors_40165.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/photo-editors_40165.html","Drafting Factory (ByProxy Nepal)","http://www.merojob.com/nepaljob/photo-editors_40165.html","We are looking to fill our vacant post with an expert having following criteria but not limited to: Proficient in Adobe Photoshop, Light Room an...","http://www.merojob.com/nepaljob/photo-editors_40165.html","Education: 0 | Views: 440 |","http://www.merojob.com/nepaljob/photo-editors_40165.html","Deadline: 7 days left","http://www.merojob.com/nepaljob/photo-editors_40165.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/People_Forum_Vacancy_HJP_February_2_2016-logo.gif","","http://www.merojob.com/nepaljob/admin-finance-officer_40170.html","Admin / Finance Officer","http://www.merojob.com/nepaljob/admin-finance-officer_40170.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/admin-finance-officer_40170.html","People Forum for Human Right","http://www.merojob.com/nepaljob/admin-finance-officer_40170.html","-","http://www.merojob.com/nepaljob/admin-finance-officer_40170.html","Education: | Views: 3043 |","http://www.merojob.com/nepaljob/admin-finance-officer_40170.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/admin-finance-officer_40170.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Butwal_Cement_Vacancy_HJP_Nov_04_2014-logo-(1).gif","","http://www.merojob.com/nepaljob/receptionist_40159.html","Receptionist","http://www.merojob.com/nepaljob/receptionist_40159.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/receptionist_40159.html","Butwal Cement Mills","http://www.merojob.com/nepaljob/receptionist_40159.html","Should have thorough knowledge of customer services and office management Should possess good communication and interpersonal skill Should have...","http://www.merojob.com/nepaljob/receptionist_40159.html","Education: Bachelor | Views: 1178 |","http://www.merojob.com/nepaljob/receptionist_40159.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/receptionist_40159.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Proed_Research_HJP_May_01_2016-Logo.gif","","http://www.merojob.com/nepaljob/computer-graduate-trainee_40168.html","Computer Graduate Trainee","http://www.merojob.com/nepaljob/computer-graduate-trainee_40168.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/computer-graduate-trainee_40168.html","ProEd Research","http://www.merojob.com/nepaljob/computer-graduate-trainee_40168.html","-","http://www.merojob.com/nepaljob/computer-graduate-trainee_40168.html","Education: 0 | Views: 1723 |","http://www.merojob.com/nepaljob/computer-graduate-trainee_40168.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/computer-graduate-trainee_40168.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Proed_Research_HJP_May_01_2016-Logo.gif","","http://www.merojob.com/nepaljob/academic-writer-management-2-science-2_40152.html","Academic Writer ( Management - 2, Science - 2)","http://www.merojob.com/nepaljob/academic-writer-management-2-science-2_40152.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/academic-writer-management-2-science-2_40152.html","ProEd Research","http://www.merojob.com/nepaljob/academic-writer-management-2-science-2_40152.html","-","http://www.merojob.com/nepaljob/academic-writer-management-2-science-2_40152.html","Education: | Views: 949 |","http://www.merojob.com/nepaljob/academic-writer-management-2-science-2_40152.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/academic-writer-management-2-science-2_40152.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Flextecs_HJP_Vacancy_Nov_14_2014-logo.gif","","http://www.merojob.com/nepaljob/writer_40148.html","Writer","http://www.merojob.com/nepaljob/writer_40148.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/writer_40148.html","Flextecs Nepal","http://www.merojob.com/nepaljob/writer_40148.html","-","http://www.merojob.com/nepaljob/writer_40148.html","Education: 0 | Views: 963 |","http://www.merojob.com/nepaljob/writer_40148.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/writer_40148.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Reliance_Group_HJP_August_21_2015_1-Logo.gif","","http://www.merojob.com/nepaljob/administrative-officer_40085.html","Administrative Officer","http://www.merojob.com/nepaljob/administrative-officer_40085.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/administrative-officer_40085.html","Reliance Group - Nepal","http://www.merojob.com/nepaljob/administrative-officer_40085.html","Should have worked in a private company with at least 3 years of experience Good command of written and spoken Nepali and English Energet...","http://www.merojob.com/nepaljob/administrative-officer_40085.html","Education: Bachelor | Views: 2197 |","http://www.merojob.com/nepaljob/administrative-officer_40085.html","Deadline: Today","http://www.merojob.com/nepaljob/administrative-officer_40085.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/hotjobs/logo.gif","","http://www.merojob.com/nepaljob/webmaster_40138.html","Webmaster","http://www.merojob.com/nepaljob/webmaster_40138.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/webmaster_40138.html","Wedding Nepal","http://www.merojob.com/nepaljob/webmaster_40138.html","A thorough knowledge of SEO Strong web design skill which will include the ability to work in photoshop, Adobe flash, ZAVA, Dreamweaver, zoo...","http://www.merojob.com/nepaljob/webmaster_40138.html","Education: Bachelor | Views: 2983 |","http://www.merojob.com/nepaljob/webmaster_40138.html","Deadline: Today","http://www.merojob.com/nepaljob/webmaster_40138.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Decor_and_Design_2016_Jun_20-Logo.gif","","http://www.merojob.com/nepaljob/civil-engineer_40083.html","Civil Engineer","http://www.merojob.com/nepaljob/civil-engineer_40083.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/civil-engineer_40083.html","Decor & Design","http://www.merojob.com/nepaljob/civil-engineer_40083.html","Positive, result oriented and self-starter In depth knowledge of SAP or ETCAB and AutoCAD Confident and possess good personal and interpersonal...","http://www.merojob.com/nepaljob/civil-engineer_40083.html","Education: Bachelor | Views: 1587 |","http://www.merojob.com/nepaljob/civil-engineer_40083.html","Deadline: Today","http://www.merojob.com/nepaljob/civil-engineer_40083.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Decor_and_Design_2016_Jun_20-Logo.gif","","http://www.merojob.com/nepaljob/draftsperson_40084.html","Draftsperson","http://www.merojob.com/nepaljob/draftsperson_40084.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/draftsperson_40084.html","Decor & Design","http://www.merojob.com/nepaljob/draftsperson_40084.html","Knowledge of computer-aided design (CAD) and design techniques Problem-solving skills Ability to communicate and work with engineers & ...","http://www.merojob.com/nepaljob/draftsperson_40084.html","Education: Diploma | Views: 1170 |","http://www.merojob.com/nepaljob/draftsperson_40084.html","Deadline: Today","http://www.merojob.com/nepaljob/draftsperson_40084.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Decor_and_Design_2016_Jun_20-Logo.gif","","http://www.merojob.com/nepaljob/architect_40050.html","Architect","http://www.merojob.com/nepaljob/architect_40050.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/architect_40050.html","Decor & Design","http://www.merojob.com/nepaljob/architect_40050.html","Excellent skills in sketch up In depth knowledge of design software, both 3-D and 2-D drawings Fluent in English speaking and writing AutoCAD...","http://www.merojob.com/nepaljob/architect_40050.html","Education: Bachelor | Views: 1228 |","http://www.merojob.com/nepaljob/architect_40050.html","Deadline: Today","http://www.merojob.com/nepaljob/architect_40050.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Diabetes_Thyroid_and_Endocrinology_Care_Center_Vacancy-logo.gif","","http://www.merojob.com/nepaljob/lab-incharge_39884.html","Lab Incharge","http://www.merojob.com/nepaljob/lab-incharge_39884.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/lab-incharge_39884.html","Diabetes, Thyroid and Endocrinology Care Center","http://www.merojob.com/nepaljob/lab-incharge_39884.html","Excellent interpersonal and relation management skill. Ability to work in pressure and capable of travelling.","http://www.merojob.com/nepaljob/lab-incharge_39884.html","Education: 0 | Views: 835 |","http://www.merojob.com/nepaljob/lab-incharge_39884.html","Deadline: 4 days left","http://www.merojob.com/nepaljob/lab-incharge_39884.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/A_Leading_Manufacturing_Company_HJP_June_19_2016-Logo.jpg","","http://www.merojob.com/nepaljob/project-engineer-sales-civil-engineer-project_40068.html","Project Engineer - Sales / Civil Engineer - Project","http://www.merojob.com/nepaljob/project-engineer-sales-civil-engineer-project_40068.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/project-engineer-sales-civil-engineer-project_40068.html","A Leading Manufacturing Company","http://www.merojob.com/nepaljob/project-engineer-sales-civil-engineer-project_40068.html","1 - 2 years of experience on similar field or freshers & talented engineers can also be apply Strong knowledge on the field of Civi...","http://www.merojob.com/nepaljob/project-engineer-sales-civil-engineer-project_40068.html","Education: Bachelor | Views: 2439 |","http://www.merojob.com/nepaljob/project-engineer-sales-civil-engineer-project_40068.html","Deadline: 8 days left","http://www.merojob.com/nepaljob/project-engineer-sales-civil-engineer-project_40068.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/A_Leading_Manufacturing_Company_HJP_June_19_2016-Logo.jpg","","http://www.merojob.com/nepaljob/project-manager-civil-engineer_40067.html","Project Manager - Civil Engineer","http://www.merojob.com/nepaljob/project-manager-civil-engineer_40067.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/project-manager-civil-engineer_40067.html","A Leading Manufacturing Company","http://www.merojob.com/nepaljob/project-manager-civil-engineer_40067.html","5 - 7 years of proven experience on similar field Strong knowledge on the field of Civil Engineering and Construction Projects in Nepalese contex...","http://www.merojob.com/nepaljob/project-manager-civil-engineer_40067.html","Education: Bachelor | Views: 1953 |","http://www.merojob.com/nepaljob/project-manager-civil-engineer_40067.html","Deadline: 8 days left","http://www.merojob.com/nepaljob/project-manager-civil-engineer_40067.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Ebpearls_HOT_Job_I-logo-1.gif","","http://www.merojob.com/nepaljob/sr-wordpress-developer_39851.html","Sr. Wordpress Developer","http://www.merojob.com/nepaljob/sr-wordpress-developer_39851.html","http://www.merojob.com/images/SI/Hot.png","HOT JOB","http://www.merojob.com/nepaljob/sr-wordpress-developer_39851.html","EbPearls","http://www.merojob.com/nepaljob/sr-wordpress-developer_39851.html","Passion for developing fantastic websites. Minimum 4+ years experience in web development sector. Strong knowledge of LAMP. Knowledge of few ...","http://www.merojob.com/nepaljob/sr-wordpress-developer_39851.html","Education: Bachelor | Views: 650 |","http://www.merojob.com/nepaljob/sr-wordpress-developer_39851.html","Deadline: 7 days left","http://www.merojob.com/nepaljob/sr-wordpress-developer_39851.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/hotjobs/logo.gif","","http://www.merojob.com/nepaljob/electrical-engineer_40377.html","Electrical Engineer","http://www.merojob.com/nepaljob/electrical-engineer_40377.html","http://www.merojob.com/images/SI/Fea.png","FEATURED JOB","http://www.merojob.com/nepaljob/electrical-engineer_40377.html","Rudi Khola Hydropower","http://www.merojob.com/nepaljob/electrical-engineer_40377.html","Good analytical and design skills Experience in installation, testing and commissioning Knowledge of MS Office package and other software Flu...","http://www.merojob.com/nepaljob/electrical-engineer_40377.html","Education: Bachelor | Views: 111 |","http://www.merojob.com/nepaljob/electrical-engineer_40377.html","Deadline: 6 days left","http://www.merojob.com/nepaljob/electrical-engineer_40377.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/hotjobs/logo.gif","","http://www.merojob.com/nepaljob/mechanical-engineer_40375.html","Mechanical Engineer","http://www.merojob.com/nepaljob/mechanical-engineer_40375.html","http://www.merojob.com/images/SI/Fea.png","FEATURED JOB","http://www.merojob.com/nepaljob/mechanical-engineer_40375.html","Rudi Khola Hydropower","http://www.merojob.com/nepaljob/mechanical-engineer_40375.html","Should have knowledge of hydro turbines & generator installation work. Good analytical and design skills Experience in installation, testin...","http://www.merojob.com/nepaljob/mechanical-engineer_40375.html","Education: Bachelor | Views: 72 |","http://www.merojob.com/nepaljob/mechanical-engineer_40375.html","Deadline: 6 days left","http://www.merojob.com/nepaljob/mechanical-engineer_40375.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/hotjobs/logo.gif","","http://www.merojob.com/nepaljob/civil-technical-engineer_40376.html","Civil / Technical Engineer","http://www.merojob.com/nepaljob/civil-technical-engineer_40376.html","http://www.merojob.com/images/SI/Fea.png","FEATURED JOB","http://www.merojob.com/nepaljob/civil-technical-engineer_40376.html","Rudi Khola Hydropower","http://www.merojob.com/nepaljob/civil-technical-engineer_40376.html","Should have knowledge of Auto CAD 2D-3D Should have knowledge of Design and Drawing Detail knowledge in bill estimation ...","http://www.merojob.com/nepaljob/civil-technical-engineer_40376.html","Education: Bachelor | Views: 109 |","http://www.merojob.com/nepaljob/civil-technical-engineer_40376.html","Deadline: 6 days left","http://www.merojob.com/nepaljob/civil-technical-engineer_40376.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/House_of_rajkarnicar_Vacancy_HJP_April_11_2016-logo.gif","","http://www.merojob.com/nepaljob/accountant_40216.html","Accountant","http://www.merojob.com/nepaljob/accountant_40216.html","http://www.merojob.com/images/SI/Fea.png","FEATURED JOB","http://www.merojob.com/nepaljob/accountant_40216.html","House of Rajkarnicar","http://www.merojob.com/nepaljob/accountant_40216.html","Book-keeping and Cash management","http://www.merojob.com/nepaljob/accountant_40216.html","Education: Bachelor | Views: 733 |","http://www.merojob.com/nepaljob/accountant_40216.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/accountant_40216.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/House_of_rajkarnicar_Vacancy_HJP_April_11_2016-logo.gif","","http://www.merojob.com/nepaljob/social-media-promoter_40217.html","Social Media Promoter","http://www.merojob.com/nepaljob/social-media-promoter_40217.html","http://www.merojob.com/images/SI/Fea.png","FEATURED JOB","http://www.merojob.com/nepaljob/social-media-promoter_40217.html","House of Rajkarnicar","http://www.merojob.com/nepaljob/social-media-promoter_40217.html","Good interpersonal skills Good command in english (Spoken & Written)","http://www.merojob.com/nepaljob/social-media-promoter_40217.html","Education: Bachelor | Views: 205 |","http://www.merojob.com/nepaljob/social-media-promoter_40217.html","Deadline: 1 day left","http://www.merojob.com/nepaljob/social-media-promoter_40217.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/CE_Construction_HJP_Aug_25_2015_1-Logo.gif","","http://www.merojob.com/nepaljob/account-officer_40355.html","Account Officer","http://www.merojob.com/nepaljob/account-officer_40355.html","http://www.merojob.com/images/SI/Fea.png","FEATURED JOB","http://www.merojob.com/nepaljob/account-officer_40355.html","CE Construction","http://www.merojob.com/nepaljob/account-officer_40355.html","Min 1 year experience in accounting field Knowledge of accounting processes and cycles Proficiency in MS Office, Accounting software experience a ...","http://www.merojob.com/nepaljob/account-officer_40355.html","Education: Master | Views: 276 |","http://www.merojob.com/nepaljob/account-officer_40355.html","Deadline: 5 days left","http://www.merojob.com/nepaljob/account-officer_40355.html"
"http://www.merojob.com/search-new/index.php","http://www.merojob.com/uploads/clientfiles/Mercantile_Exchange_Nepal_Vacancy_I-logo.gif","","http://www.merojob.com/nepaljob/business-development-officer_40297.html","Business Development Officer","http://www.merojob.com/nepaljob/business-development-officer_40297.html","http://www.merojob.com/images/SI/Fea.png","FEATURED JOB","http://www.merojob.com/nepaljob/business-development-officer_40297.html","Mercantile Exchange Nepal Limited","http://www.merojob.com/nepaljob/business-development-officer_40297.html","Applicants having experience in promoting Financial Instruments will be an added advantage Candidate with sound understanding of commodity market and...","http://www.merojob.com/nepaljob/business-development-officer_40297.html","Education: Bachelor | Views: 259 |","http://www.merojob.com/nepaljob/business-development-officer_40297.html","Deadline: 3 days left","http://www.merojob.com/nepaljob/business-development-officer_40297.html"
